,Property_name,Location,Rating,Review,Type_of_stay,price,Taxes_and_charges_inr,City,No_Of_Adults,No_Of_Children,Final_Price,Recommended for
0,olive service apartments rohini,"rohini, new delhi",9.8,exceptional,1×two-bedroom apartmententire apartment,47814.0,5738.0,new delhi,10,0,53552.0,recommended for friends trip
1,ideal 3bhk apartment!downtown,new delhi,8.2,No Review,1×two-bedroom apartmententire apartment,50000.0,0.0,new delhi,10,0,50000.0,recommended for friends trip
2,homlee-vintage 2bhk-fort view-bharat mandapam-ndls,"central delhi, new delhi",7.2,good,2×two-bedroom apartment2 entire apartments,57490.0,8097.0,new delhi,10,0,65587.0,recommended for friends trip
3,hotel godwin deluxe -free airport pickup -traveller's choice award winner 2025,"paharganj, new delhi",8.4,very good,4×premier studio with in-room air purifier4 entire studios,81600.0,9792.0,new delhi,10,0,91392.0,recommended for friends trip
4,hotel atlantis continental,"paharganj, new delhi",8.3,very good,5×deluxe studio5 entire studios,64984.0,7798.0,new delhi,10,0,72782.0,recommended for friends trip
5,"hotel apple inn & suites, new delhi","paharganj, new delhi",8.3,very good,5×superior studio5 entire studios,43082.0,5170.0,new delhi,10,0,48252.0,recommended for friends trip
6,homlee-vintage 2bhk-fort view-bharat mandapam-ndls,"central delhi, new delhi",7.2,good,2×two-bedroom apartment2 entire apartments,53240.0,7587.0,new delhi,8,2,60827.0,recommended for family trip
7,ideal 3bhk apartment!downtown,new delhi,8.2,No Review,1×two-bedroom apartmententire apartment,50000.0,0.0,new delhi,8,2,50000.0,recommended for family trip
8,lime tree hotel & one bed room serviced apartment - noida sector 50 metro with party venue,noida,9.2,superb,3×one-bedroom apartment3 entire apartments,85050.0,10206.0,noida,8,2,95256.0,recommended for family trip
9,ideal 3bhk apartment!downtown,new delhi,8.2,No Review,1×two-bedroom apartmententire apartment,50000.0,0.0,new delhi,6,4,50000.0,recommended for family trip
10,homlee-vintage 2bhk-fort view-bharat mandapam-ndls,"central delhi, new delhi",7.2,good,2×two-bedroom apartment2 entire apartments,53740.0,7647.0,new delhi,6,4,61387.0,recommended for family trip
11,hotel atlantis continental,"paharganj, new delhi",8.3,very good,5×deluxe studio5 entire studios,64984.0,7798.0,new delhi,6,4,72782.0,recommended for family trip
12,hotel le mount suit inn,new delhi,7.8,good,"1×family room2 beds (1 single, 1 large double) ",16031.0,1924.0,new delhi,10,0,17955.0,recommended for friends trip
13,just renovated - hotel krishna palace with parking & only 2 mins walk from metro,"paharganj, new delhi",8.8,fabulous,2×deluxe double room2 single bedsfree cancellationno prepayment needed– pay at the property,32256.0,3871.0,new delhi,10,0,36127.0,recommended for friends trip
14,"hotel delhi pride, karol bagh","karol bagh, new delhi",8.2,very good,2×king room2 double bedsfree cancellationno prepayment needed– pay at the property,63428.0,7611.0,new delhi,10,0,71039.0,recommended for friends trip
15,hilife inn,"paharganj, new delhi",9.4,superb,5×deluxe double room (2 adults + 1 child)5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,20266.0,2432.0,new delhi,10,0,22698.0,recommended for friends trip
16,hotel shyam suites,new delhi,8.2,No Review,5×superior king room5 double bedsfree cancellationno prepayment needed– pay at the property,46400.0,5568.0,new delhi,10,0,51968.0,recommended for friends trip
17,hotel fringo,"chanakyapuri, new delhi",8.2,exceptional,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,10688.0,1283.0,new delhi,10,0,11971.0,recommended for friends trip
18,hotel grand city lite,new delhi,7.0,No Review,1×deluxe room1 double bedfree cancellationno prepayment needed– pay at the property,22047.0,2646.0,new delhi,10,0,24693.0,recommended for friends trip
19,hotel shivdev international near new delhi railway station,"paharganj, new delhi",6.3,review score,1×standard double room with fan1 double bedfree cancellationno prepayment needed– pay at the property,17775.0,2133.0,new delhi,10,0,19908.0,recommended for friends trip
20,kerala home stay - near nzmmudin railway station,new delhi,8.2,No Review,5×deluxe double room (2 adults + 1 child)5 double bedsfree cancellationno prepayment needed– pay at the property,19250.0,2310.0,new delhi,10,0,21560.0,recommended for friends trip
21,hotel grand tej palace,"chanakyapuri, new delhi",8.3,very good,"1×quadruple room2 beds (1 single, 1 extra-large double)free cancellationno prepayment needed– pay at the property",22185.0,2662.0,new delhi,10,0,24847.0,recommended for friends trip
22,sona new delhi railway station,"paharganj, new delhi",8.9,fabulous,1×deluxe room1 double bedfree cancellationno prepayment needed– pay at the property,18000.0,2160.0,new delhi,10,0,20160.0,recommended for friends trip
23,hotel jeena,new delhi,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,24975.0,2997.0,new delhi,10,0,27972.0,recommended for friends trip
24,hotel mount,"mahipalpur, new delhi",8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,24975.0,2997.0,new delhi,10,0,27972.0,recommended for friends trip
25,hotel stay house inn paharganj,new delhi,8.2,No Review,5×standard king room5 double bedsfree cancellationno prepayment needed– pay at the property,30000.0,3600.0,new delhi,10,0,33600.0,recommended for friends trip
26,hotel prem dulexe' 200 m from new delhi railway station,"paharganj, new delhi",9.5,exceptional,2×budget double room2 double bedsfree cancellationno prepayment needed– pay at the property,17235.0,2068.0,new delhi,10,0,19303.0,recommended for friends trip
27,hotel o western,"karol bagh, new delhi",8.2,No Review,4×classic triple room4 large double bedsfree cancellation,32489.0,4749.0,new delhi,10,0,37238.0,recommended for friends trip
28,hotel kanika,"mahipalpur, new delhi",8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,27225.0,3267.0,new delhi,10,0,30492.0,recommended for friends trip
29,hotel seven,new delhi,8.2,No Review,5×deluxe double room (2 adults + 1 child)5 double bedsfree cancellationno prepayment needed– pay at the property,30000.0,3600.0,new delhi,10,0,33600.0,recommended for friends trip
30,hotel virat,new delhi,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,29975.0,3597.0,new delhi,10,0,33572.0,recommended for friends trip
31,hotel vani,new delhi,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,29975.0,3597.0,new delhi,10,0,33572.0,recommended for friends trip
32,hotel namaste,"chanakyapuri, new delhi",8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,24975.0,2997.0,new delhi,10,0,27972.0,recommended for friends trip
33,embrace luxury hotel & banquet,"west delhi, new delhi",8.2,No Review,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,31990.0,3839.0,new delhi,10,0,35829.0,recommended for friends trip
34,hotel o south galaxy,"greater kailash 1, new delhi",8.2,No Review,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,32887.0,4796.0,new delhi,10,0,37683.0,recommended for friends trip
35,ideal 3bhk apartment!downtown,new delhi,8.2,No Review,1×two-bedroom apartmententire apartment,50000.0,0.0,new delhi,9,1,50000.0,recommended for family trip
36,homlee-vintage 2bhk-fort view-bharat mandapam-ndls,"central delhi, new delhi",7.2,good,2×two-bedroom apartment2 entire apartments,53740.0,7647.0,new delhi,9,1,61387.0,recommended for family trip
37,hotel atlantis continental,"paharganj, new delhi",8.3,very good,5×deluxe studio5 entire studios,64984.0,7798.0,new delhi,9,1,72782.0,recommended for family trip
38,lime tree hotel & one bed room serviced apartment - noida sector 50 metro with party venue,noida,9.2,superb,3×one-bedroom apartment3 entire apartments,85050.0,10206.0,noida,9,1,95256.0,recommended for family trip
39,maharaja homestay,agra,8.8,fabulous,1×three-bedroom deluxe apartmententire apartment,49500.0,5940.0,agra,9,1,55440.0,recommended for family trip
40,max guest house,"taj ganj, agra",9.1,No Review,1×superior double roommultiple bed typesfree cancellation,28050.0,3366.0,agra,9,1,31416.0,recommended for family trip
41,the orchid retreat,agra,9.4,superb,4×double room with garden view4 extra-large double beds,30780.0,3694.0,agra,9,1,34474.0,recommended for family trip
42,dá bungalow - a vacation abode,agra,9.6,exceptional,"3×deluxe triple room6 beds (3 singles, 3 large doubles)free cancellationno prepayment needed– pay at the property",75000.0,9000.0,agra,9,1,84000.0,recommended for family trip
43,alibaba’s indiana homestay,"taj ganj, agra",9.5,exceptional,"1×budget double room2 beds (1 single, 1 double)free cancellationno prepayment needed– pay at the property",57375.0,6885.0,agra,9,1,64260.0,recommended for family trip
44,hotel taj niwas,"taj ganj, agra",8.2,very good,"1×standard triple room2 beds (1 double, 1 futon)no prepayment needed– pay at the property",24360.0,2923.0,agra,9,1,27283.0,recommended for family trip
45,zipcode stay,agra,9.4,superb,1×deluxe queen room1 double bedfree cancellationno prepayment needed– pay at the property,28600.0,3432.0,agra,9,1,32032.0,recommended for family trip
46,mayur villa,agra,9.5,exceptional,1×deluxe room1 double bedfree cancellation,55000.0,6600.0,agra,9,1,61600.0,recommended for family trip
47,sunrise homestay agra-rooftop view taj mahal,agra,9.1,superb,5×superior double room5 extra-large double bedsfree stay for your childfree cancellation,44400.0,5328.0,agra,9,1,49728.0,recommended for family trip
48,pearl of taj home stay,agra,8.5,very good,"5×deluxe double room with balcony (early check-in and late check-out, subject to availability)5 extra-large double bedsfree cancellationno prepayment needed– pay at the property",57375.0,6885.0,agra,9,1,64260.0,recommended for family trip
49,grand new my hotel agra with air conditioner,agra,8.4,very good,1×deluxe queen room with two queen beds2 double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,21500.0,2580.0,agra,9,1,24080.0,recommended for family trip
50,the coral house homestay by the taj,agra,9.3,No Review,1×deluxe double room1 extra-large double bedfree stay for your child,67911.0,8149.0,agra,9,1,76060.0,recommended for family trip
51,the coral court homestay,agra,9.4,No Review,1×deluxe double room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,81205.0,9745.0,agra,9,1,90950.0,recommended for family trip
52,taj castle a boutique homestay,"rakabganj, agra",8.6,fabulous,1×budget double room1 single bedfree stay for your childfree cancellation,33750.0,4050.0,agra,9,1,37800.0,recommended for family trip
53,premium taj homestay,"taj ganj, agra",8.2,very good,4×deluxe room4 extra-large double beds,15287.0,1834.0,agra,9,1,17121.0,recommended for family trip
54,taj nice point manage by taj sunrise group,"taj ganj, agra",8.6,fabulous,"1×deluxe family room2 beds (1 single, 1 extra-large double)free cancellation",30294.0,3635.0,agra,9,1,33929.0,recommended for family trip
55,taj classic agra,agra,8.7,fabulous,5×double room with private bathroom5 large double bedsfree cancellationno prepayment needed– pay at the property,31609.0,3793.0,agra,9,1,35402.0,recommended for family trip
56,the hideout agra homestay near taj,"taj ganj, agra",8.2,very good,"1×deluxe triple room2 beds (1 extra-large double, 1 sofa bed)",37989.0,4559.0,agra,9,1,42548.0,recommended for family trip
57,taran bliss home stay agra- near taj mahal,agra,9.1,superb,4×deluxe double room (2 adults + 1 child)4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,38700.0,4644.0,agra,9,1,43344.0,recommended for family trip
58,shiv kothi - homestay,agra,9.2,superb,1×twin room2 single bedsfree cancellation,69200.0,8304.0,agra,9,1,77504.0,recommended for family trip
59,royal taj twin palace,agra,9.1,superb,1×standard double room1 extra-large double bedfree cancellation,25200.0,3024.0,agra,9,1,28224.0,recommended for family trip
60,anukampa paying guest house,agra,9.0,superb,2×double or twin room with balconychoice of beds: singles or large doublefree cancellation,48750.0,5850.0,agra,9,1,54600.0,recommended for family trip
61,agra hotel viren sofytel - near taj mahal and park# - free wi-fi and parking facilities - a premium hotel in agra,"taj ganj, agra",8.2,No Review,2×deluxe king room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,11250.0,1350.0,agra,10,0,12600.0,recommended for friends trip
62,hotel an palace,agra,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,25500.0,3060.0,agra,10,0,28560.0,recommended for friends trip
63,cozy nest homestay & rooftop cafe,agra,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,17980.0,2158.0,agra,10,0,20138.0,recommended for friends trip
64,taj city hotel,"taj ganj, agra",6.0,review score,"3×mixed dormitory room3 shared dormitory rooms15 beds (3 singles, 12 bunk beds) ",11250.0,1350.0,agra,10,0,12600.0,recommended for friends trip
65,hotel rashmi,agra,6.2,review score,1×standard double room1 double bedfree cancellationno prepayment needed– pay at the property,14981.0,1798.0,agra,10,0,16779.0,recommended for friends trip
66,hotel ganga palace - agra,"taj ganj, agra",8.2,very good,"1×family room2 beds (1 single, 1 double)free cancellationno prepayment needed– pay at the property",25275.0,3033.0,agra,10,0,28308.0,recommended for friends trip
67,holiday inn agra mg road an ihg hotel,"sanjay place, agra",8.4,No Review,4×standard room with two single beds8 single beds,83989.0,10079.0,agra,10,0,94068.0,recommended for friends trip
68,agra hotel# prashant palace - near taj mahal -free wi-fi and parking facilities - a top premium hotel in agra,agra,8.2,No Review,1×deluxe quadruple room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,21985.0,2638.0,agra,10,0,24623.0,recommended for friends trip
69,hotel novo agra - near taj mahal,agra,7.8,good,2×standard double room with fan2 double bedsfree cancellationno prepayment needed– pay at the property,13917.0,1670.0,agra,10,0,15587.0,recommended for friends trip
70,hotel sahibs light - with swimming pool,agra,8.8,fabulous,5×double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42479.0,5097.0,agra,10,0,47576.0,recommended for friends trip
71,basil inn home stay walking distance from taj mahal agra,agra,8.0,very good,2×budget double room2 double bedsfree cancellationno prepayment needed– pay at the property,16980.0,2038.0,agra,10,0,19018.0,recommended for friends trip
72,the grand imperial - heritage hotel,"rakabganj, agra",8.0,No Review,5×deluxe garden view room5 double bedsfree cancellation,84375.0,10125.0,agra,10,0,94500.0,recommended for friends trip
73,premium taj homestay,"taj ganj, agra",8.2,very good,4×deluxe room4 extra-large double beds,15287.0,1834.0,agra,10,0,17121.0,recommended for friends trip
74,the hosteller agra,agra,7.8,good,2×bed in 6-bed mixed dormitory room2 beds in dormitories2 bunk bedsfree cancellation,20155.0,2419.0,agra,10,0,22574.0,recommended for friends trip
75,hotel urban home,agra,8.2,No Review,4×double room with private bathroom4 large double bedsfree cancellationno prepayment needed– pay at the property,11850.0,1422.0,agra,10,0,13272.0,recommended for friends trip
76,hotel agra grande by goyal hoteliers,"taj ganj, agra",7.0,good,2×deluxe twin room4 single bedsfree cancellation,36000.0,4320.0,agra,10,0,40320.0,recommended for friends trip
77,joey's hostel agra,"taj ganj, agra",8.2,No Review,10×bed in 8-bed mixed dormitory room10 beds in dormitories10 single bedsfree cancellation,25463.0,3056.0,agra,10,0,28519.0,recommended for friends trip
78,taj rama manage by taj sunrise group,"taj ganj, agra",8.1,very good,"1×deluxe family room2 beds (1 single, 1 extra-large double)free cancellationno prepayment needed– pay at the property",21409.0,2569.0,agra,10,0,23978.0,recommended for friends trip
79,max guest house,"taj ganj, agra",9.1,No Review,2×standard double roomchoice of beds: large double or singlesfree cancellation,28600.0,3432.0,agra,10,0,32032.0,recommended for friends trip
80,agra hotel viren sofytel - near taj mahal and park# - free wi-fi and parking facilities - a premium hotel in agra,"taj ganj, agra",8.2,No Review,4×deluxe king room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,9653.0,1158.0,agra,6,4,10811.0,recommended for family trip
81,cozy nest homestay & rooftop cafe,agra,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,17980.0,2158.0,agra,6,4,20138.0,recommended for family trip
82,hari kripa,agra,8.2,No Review,2×triple room24 double bedsfree cancellationno prepayment needed– pay at the property,37800.0,4536.0,agra,6,4,42336.0,recommended for family trip
83,holiday inn agra mg road an ihg hotel,"sanjay place, agra",8.4,No Review,4×standard room with two single beds8 single bedsfree cancellationno prepayment needed– pay at the property,70879.0,8506.0,agra,6,4,79385.0,recommended for family trip
84,hotel rashmi,agra,6.2,review score,1×family room with private bathroom2 single bedsfree cancellationno prepayment needed– pay at the property,15580.0,1870.0,agra,6,4,17450.0,recommended for family trip
85,agra hotel# prashant palace - near taj mahal -free wi-fi and parking facilities - a top premium hotel in agra,agra,8.2,No Review,4×deluxe king room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,19481.0,2338.0,agra,6,4,21819.0,recommended for family trip
86,taj city hotel,"taj ganj, agra",6.0,review score,"4×mixed dormitory room4 shared dormitory rooms20 beds (4 singles, 16 bunk beds) ",15000.0,1800.0,agra,6,4,16800.0,recommended for family trip
87,sky inn,agra,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,37500.0,4500.0,agra,6,4,42000.0,recommended for family trip
88,the grand imperial - heritage hotel,"rakabganj, agra",8.0,No Review,5×deluxe garden view room5 double bedsfree cancellation,82500.0,9900.0,agra,6,4,92400.0,recommended for family trip
89,hotel taj resorts,agra,7.6,No Review,5×executive double with 10% discount on food & beverages5 double bedsfree cancellation,73114.0,8774.0,agra,6,4,81888.0,recommended for family trip
90,hotel ganga palace - agra,"taj ganj, agra",8.2,very good,4×deluxe double room4 double bedsfree cancellationno prepayment needed– pay at the property,25774.0,3093.0,agra,6,4,28867.0,recommended for family trip
91,hotel sahibs light - with swimming pool,agra,8.8,fabulous,5×double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42479.0,5097.0,agra,6,4,47576.0,recommended for family trip
92,taj haveli hotel agra - walkable distance from taj mahal,agra,6.2,review score,4×standard double room4 large double bedsfree cancellationno prepayment needed– pay at the property,28350.0,3402.0,agra,6,4,31752.0,recommended for family trip
93,taj nice point manage by taj sunrise group,"taj ganj, agra",8.6,fabulous,"1×deluxe family room2 beds (1 single, 1 extra-large double)free cancellation",30294.0,3635.0,agra,6,4,33929.0,recommended for family trip
94,the orchid retreat,agra,9.4,superb,4×double room with garden view4 extra-large double beds,30780.0,3694.0,agra,6,4,34474.0,recommended for family trip
95,hotel urban home,agra,8.2,No Review,4×double room with private bathroom4 large double bedsfree cancellationno prepayment needed– pay at the property,11850.0,1422.0,agra,6,4,13272.0,recommended for family trip
96,the hideout agra homestay near taj,"taj ganj, agra",8.2,very good,1×deluxe double room1 extra-large double bed,41785.0,5014.0,agra,6,4,46799.0,recommended for family trip
97,premium taj homestay,"taj ganj, agra",8.2,very good,4×deluxe room4 extra-large double beds,15287.0,1834.0,agra,6,4,17121.0,recommended for family trip
98,cozy nest homestay & rooftop cafe,agra,8.2,No Review,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,17980.0,2158.0,agra,8,2,20138.0,recommended for family trip
99,hari kripa,agra,8.2,No Review,2×triple room24 double bedsfree cancellationno prepayment needed– pay at the property,37800.0,4536.0,agra,8,2,42336.0,recommended for family trip
100,hotel novo agra - near taj mahal,agra,7.8,good,5×standard double room with fan5 double bedsfree cancellationno prepayment needed– pay at the property,11117.0,1334.0,agra,8,2,12451.0,recommended for family trip
101,hotel taj resorts,agra,7.6,No Review,5×executive double with 10% discount on food & beverages5 double bedsfree cancellation,73114.0,8774.0,agra,8,2,81888.0,recommended for family trip
102,agra hotel viren sofytel - near taj mahal and park# - free wi-fi and parking facilities - a premium hotel in agra,"taj ganj, agra",8.2,No Review,5×deluxe king room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,11880.0,1426.0,agra,8,2,13306.0,recommended for family trip
103,the grand imperial - heritage hotel,"rakabganj, agra",8.0,No Review,5×deluxe garden view room5 double bedsfree cancellation,82500.0,9900.0,agra,8,2,92400.0,recommended for family trip
104,hotel rashmi,agra,6.2,review score,5×standard double room5 double bedsfree cancellationno prepayment needed– pay at the property,16180.0,1942.0,agra,8,2,18122.0,recommended for family trip
105,max guest house,"taj ganj, agra",9.1,No Review,1×deluxe double room with balconymultiple bed typesfree cancellation,31900.0,3828.0,agra,8,2,35728.0,recommended for family trip
106,the orchid retreat,agra,9.4,superb,4×double room with garden view4 extra-large double beds,32148.0,3858.0,agra,8,2,36006.0,recommended for family trip
107,hotel urban home,agra,8.2,No Review,5×double room with private bathroom5 large double bedsfree cancellationno prepayment needed– pay at the property,14033.0,1684.0,agra,8,2,15717.0,recommended for family trip
108,joey's hostel agra,"taj ganj, agra",8.2,No Review,1×deluxe double room1 large double bedfree cancellation,29291.0,3515.0,agra,8,2,32806.0,recommended for family trip
109,hotel taj way by jyoti villa,agra,8.9,fabulous,5×deluxe double room (2 adults + 1 child)5 large double bedsfree cancellationno prepayment needed– pay at the property,46575.0,5589.0,agra,8,2,52164.0,recommended for family trip
110,hotel sahibs city star - near taj mahal,"taj ganj, agra",9.1,superb,5×deluxe double room with bath5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,49975.0,5997.0,agra,8,2,55972.0,recommended for family trip
111,hotel ganga palace - agra,"taj ganj, agra",8.2,very good,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,29970.0,3596.0,agra,8,2,33566.0,recommended for family trip
112,hotel tara palace by goyal hoteliers,agra,6.7,review score,2×deluxe double room (2 adults + 1 child)2 double bedsfree cancellationno prepayment needed– pay at the property,42000.0,5040.0,agra,10,0,47040.0,recommended for friends trip
113,crown hotel agra near taj mahal,"taj ganj, agra",7.2,good,1×double room1 large double bedfree cancellationno prepayment needed– pay at the property,36075.0,4329.0,agra,10,0,40404.0,recommended for friends trip
114,taj nice point manage by taj sunrise group,"taj ganj, agra",8.6,fabulous,"1×deluxe family room2 beds (1 single, 1 extra-large double)free cancellation",30591.0,3671.0,agra,10,0,34262.0,recommended for friends trip
115,taj sojourn,"taj ganj, agra",8.0,very good,5×deluxe double room5 large double bedsfree cancellationno prepayment needed– pay at the property,36000.0,4320.0,agra,10,0,40320.0,recommended for friends trip
116,hotel capital live - silverkey hospitality,"taj ganj, agra",8.2,No Review,4×double room4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,11970.0,1436.0,agra,10,0,13406.0,recommended for friends trip
117,hotel taj niwas,"taj ganj, agra",8.2,very good,"1×standard triple room2 beds (1 double, 1 futon)free cancellationno prepayment needed– pay at the property",28560.0,3427.0,agra,10,0,31987.0,recommended for friends trip
118,hotel taj resorts,agra,7.6,No Review,5×executive double with 10% discount on food & beverages5 double bedsfree cancellation,73114.0,8774.0,agra,10,0,81888.0,recommended for friends trip
119,hotel townhouse family room - near taj mahal,"taj ganj, agra",8.2,No Review,3×double room3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,8316.0,998.0,agra,10,0,9314.0,recommended for friends trip
120,sarang palace - a luxury boutique hotel,jaipur,8.1,very good,2×premium room with european style décor and city view2 extra-large double bedsfree cancellation,55500.0,6660.0,jaipur,10,0,62160.0,recommended for friends trip
121,treebo new rockwell vivek vihar,jaipur,8.1,very good,1×superior double room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,32493.0,3899.0,jaipur,10,0,36392.0,recommended for friends trip
122,blue beds hostel,"c scheme, jaipur",8.9,fabulous,4×single bed in mixed dormitory room4 beds in dormitories4 single bedsfree cancellation,21888.0,2627.0,jaipur,10,0,24515.0,recommended for friends trip
123,hotel hardik palace,jaipur,8.2,No Review,1×quadruple room2 double bedsfree cancellationno prepayment needed– pay at the property,21840.0,2621.0,jaipur,10,0,24461.0,recommended for friends trip
124,collection o vijay palace,jaipur,6.5,review score,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,12306.0,2646.0,jaipur,10,0,14952.0,recommended for friends trip
125,trimrooms mount blue,"amer fort road, jaipur",7.9,No Review,1×deluxe family suite2 double bedsfree cancellationno prepayment needed– pay at the property,56692.0,6803.0,jaipur,10,0,63495.0,recommended for friends trip
126,hotel om palace,jaipur,8.2,No Review,3×double room3 large double bedsfree cancellationno prepayment needed– pay at the property,29920.0,3590.0,jaipur,10,0,33510.0,recommended for friends trip
127,rani mahal hotel,jaipur,6.3,review score,1×budget double room1 double bedfree cancellationno prepayment needed– pay at the property,25250.0,3030.0,jaipur,10,0,28280.0,recommended for friends trip
128,ibis jaipur city centre - an accor brand,"civil lines, jaipur",7.3,No Review,5×standard twin room10 single beds,69200.0,8304.0,jaipur,10,0,77504.0,recommended for friends trip
129,sheel mahal- near hawa mahal,jaipur,8.9,fabulous,1×deluxe room1 double bedfree cancellationno prepayment needed– pay at the property,30100.0,3612.0,jaipur,10,0,33712.0,recommended for friends trip
130,virasat mahal heritage hotel-jaipur city center,"amer fort road, jaipur",8.3,very good,2×deluxe double room-2 double bedsfree cancellationno prepayment needed– pay at the property,53690.0,6443.0,jaipur,10,0,60133.0,recommended for friends trip
131,house no 87a,jaipur,8.0,very good,1×budget double room2 single bedsfree cancellation,13200.0,1584.0,jaipur,10,0,14784.0,recommended for friends trip
132,hotel kalyan,"ajmer road, jaipur",7.5,No Review,1×semi deluxe double room with fan1 double bedfree cancellationno prepayment needed– pay at the property,26600.0,3192.0,jaipur,10,0,29792.0,recommended for friends trip
133,anandmai - sustainable living spaces,jaipur,9.2,superb,1×deluxe double room1 double bedfree cancellationno prepayment needed– pay at the property,46248.0,5550.0,jaipur,10,0,51798.0,recommended for friends trip
134,shalom backpackers jaipur,jaipur,8.8,fabulous,10×bed in 8-bed mixed dormitory room10 beds in dormitories10 bunk beds,9096.0,1092.0,jaipur,10,0,10188.0,recommended for friends trip
135,holiday inn express & suites jaipur gopalpura,jaipur,8.1,very good,5×standard twin room10 single bedsfree cancellationno prepayment needed– pay at the property,82325.0,9879.0,jaipur,10,0,92204.0,recommended for friends trip
136,experia boutique house,"malviya nagar, jaipur",9.0,superb,5×double room5 double beds ,19440.0,2333.0,jaipur,10,0,21773.0,recommended for friends trip
137,umaid mahal - a heritage style boutique hotel,"bani park, jaipur",8.5,No Review,3×royal deluxe with free pick up on arrival only from train or bus stationchoice of beds: extra-large double or singlesfree cancellationno prepayment needed– pay at the property,80975.0,9717.0,jaipur,10,0,90692.0,recommended for friends trip
138,nahargarh palace hotel,jaipur,8.0,very good,2×standard double room2 double bedsfree cancellation,24400.0,2928.0,jaipur,10,0,27328.0,recommended for friends trip
139,trimrooms mount blue,"amer fort road, jaipur",7.9,No Review,2×deluxe double room2 double bedsfree cancellationno prepayment needed– pay at the property,51287.0,6154.0,jaipur,8,2,57441.0,recommended for family trip
140,hotel hardik palace,jaipur,8.2,No Review,1×quadruple room2 double bedsfree cancellationno prepayment needed– pay at the property,29680.0,3562.0,jaipur,8,2,33242.0,recommended for family trip
141,hotel om palace,jaipur,8.2,No Review,5×double room5 large double bedsfree cancellationno prepayment needed– pay at the property,39600.0,4752.0,jaipur,8,2,44352.0,recommended for family trip
142,harnawa haveli,jaipur,8.4,very good,5×deluxe room5 double beds,50625.0,6075.0,jaipur,8,2,56700.0,recommended for family trip
143,collection o vijay palace,jaipur,6.5,review score,5×classic triple room5 large double bedsfree cancellationno prepayment needed– pay at the property,15383.0,3015.0,jaipur,8,2,18398.0,recommended for family trip
144,experia boutique house,"malviya nagar, jaipur",9.0,superb,5×double room5 double beds ,19440.0,2333.0,jaipur,8,2,21773.0,recommended for family trip
145,shalom backpackers jaipur,jaipur,8.8,fabulous,"1×deluxe quadruple room2 beds (1 double, 1 bunk bed)",14543.0,1745.0,jaipur,8,2,16288.0,recommended for family trip
146,nahargarh haveli-near train station metro,"ajmer road, jaipur",8.3,very good,5×deluxe double or twin roomchoice of beds: singles or large doublefree cancellationno prepayment needed– pay at the property,55500.0,6660.0,jaipur,8,2,62160.0,recommended for family trip
147,house no 87a,jaipur,8.0,very good,1×budget double room2 single bedsfree cancellation,15600.0,1872.0,jaipur,8,2,17472.0,recommended for family trip
148,trim boutique parkota haveli,"amer fort road, jaipur",8.5,very good,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,67487.0,8098.0,jaipur,8,2,75585.0,recommended for family trip
149,anandmai heritage homestay,jaipur,9.5,exceptional,1×double room with terrace2 single bedsfree cancellationno prepayment needed– pay at the property,42413.0,5090.0,jaipur,8,2,47503.0,recommended for family trip
150,treebo new rockwell vivek vihar,jaipur,8.1,very good,5×deluxe double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,37321.0,4478.0,jaipur,8,2,41799.0,recommended for family trip
